3.2587704831436337 0.0
3.7587704831436337 0.0
3.7661826775218383 3.106652633452797e-4
3.788331483760405 2.482379522165296e-3
3.824954148555375 8.361497512954905e-3
3.875614671157227 1.9765072451087693e-2
3.939706674356992 3.8466422304543946e-2
4.0164574016259635 6.61809552291836e-2
4.104932818303717 0.10455233842683846
4.204043788606136 0.1551390928787902
4.31255329424558 0.21940169416311134
4.429084654649506 0.2986902568959486
4.25871064175394 1.252753135070131
4.121938805066724 1.286807486143582
3.9978937445738914 1.3095411111355153
3.8873997523632795 1.3226971685096065
3.7911118927657146 1.3280740169287988
3.7095125528420625 1.3275108157469406
3.6429091345634714 1.3228729246198043
3.5914328993873603 1.3160371888323426
3.555038969561142 1.308877197432997
3.533507484099017 1.3032486013016489
3.526445901006527 1.300974577855421
3.057350233045285 1.1279160493166744
2.304298706961425 2.304298706961425
2.657852097554699 2.6578520975546986
2.66287363694861 2.6633129839773906
2.676999574155876 2.6805101889430794
2.698738544578838 2.710563487763407
2.7264973984805394 2.7544494320021538
2.758593437264202 2.812993173383259
2.793267262808661 2.886861267264578
2.828696164647236 2.9765554996282924
2.8630079667268618 3.0824077759303057
2.8942952528428814 3.204576104335987
2.920629887626467 3.3430416998774204
2.1255329369347287 3.8971934108563215
2.0047405811649144 3.824561180232396
1.9009523773249888 3.7529231771779665
1.8135185887695924 3.684094863388369
1.7416307843235932 3.6198110708996154
1.6843295810980967 3.5617133809243904
1.6405133366495037 3.5113381679429922
1.6089477368162357 3.470105377850296
1.5882762207138044 3.4393081048044354
1.5770311798275527 3.4201030269321104
1.5736458639363455 3.4135017562420935
1.3643159951676316 2.9594301693295533
1.9954214206688624e-16 3.2587704831436337
2.3015831204557005e-16 3.7587704831436337
-3.1066526334504906e-4 3.7661826775218383
-2.482379522165064e-3 3.788331483760405
-8.36149751295467e-3 3.824954148555375
-1.9765072451087457e-2 3.875614671157227
-3.84664223045437e-2 3.939706674356992
-6.618095522918335e-2 4.0164574016259635
-0.10455233842683821 4.104932818303717
-0.15513909287878996 4.204043788606136
-0.21940169416311106 4.31255329424558
-0.2986902568959483 4.429084654649506
